6XkjpgcEsYab502Vr1bBeW,5305054,86,{musica chihuahuense}
66ihevNkSYNzRAl44dx6jJ,13779100,87,"{corrido, musica mexicana, sad sierreno, sierreno}"
1b7AEdUSudOQoZF5ebUxCL,2141163,77,"{monterrey indie, urbano mexicano}"
5xS8cfsAaFyy188dNJGDbM,264740,69,{colombian pop}
3UTF2no3muGdiFXVujl94i,314762,81,{}
78F6Xkd46aMHkr4AP60TXY,141001,71,{trap latino}
6GKbEjuVNKuuAKetDXA2Mi,45488,65,{raspe}
6XTGKOV9jceQ6f67lnhpbF,1231822,76,{urbano mexicano}
5MraexJKZDrQYzS98kNwie,744159,76,"{alternative r&b, persian electronic}"
4RWJOoYwgF978LOn8Fainp,321473,71,{cantautora argentina}
0NlNru2YcUz6RbnpYGQz26,297584,75,{corrido}
7a0XAaPaK2aDSqa8p3QnC7,883296,79,"{reggaeton colombiano, trap latino, urbano latino}"
5uwa6tAMMfNbBFIHiI6NV4,203462,69,{}
6dLuQ5qXxIuWc5urxfIiZR,1578573,77,"{corrido, corridos tumbados, sad sierreno, sierreno}"
4QFG9KrGWEbr6hNA58CAqE,5693696,78,"{mexican hip hop, trap mexicano}"
1bfl0AU8SqmLkElptOprhC,7182002,86,"{banda, musica mexicana, norteno, sad sierreno}"
5LeiVcEnsZcwc133TUhJNW,2288585,72,"{latin arena pop, latin pop, mexican pop}"
0AqlFI0tz2DsEoJlKSIiT9,3820858,81,{pop argentino}
